root.spec.override.statefulSet.spec.volumeClaimTemplates,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:173:53,"			volumeClaimTemplatesOverride := stsOverride.Spec.VolumeClaimTemplates"
root.spec.override.statefulSet.spec.volumeClaimTemplates,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:164:26,"	if len(stsOverride.Spec.VolumeClaimTemplates) != 0 {"
root.spec.override.statefulSet.metadata,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:1035:53,"func copyLabelsAnnotations(base *metav1.ObjectMeta, override rabbitmqv1beta1.EmbeddedLabelsAnnotations) {"
root.spec.override.statefulSet.metadata,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:148:42,"		copyLabelsAnnotations(&sts.ObjectMeta, *stsOverride.EmbeddedLabelsAnnotations)"
root.spec.override.statefulSet.metadata,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:147:17,"	if stsOverride.EmbeddedLabelsAnnotations != nil {"
root.spec.override.statefulSet.spec.template.spec.containers.INDEX.name,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:1076:16,"		if container.Name == ""rabbitmq"" {"
root.spec.override.statefulSet.spec.replicas,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:155:12,"		sts.Spec.Replicas = stsOverride.Spec.Replicas"
root.spec.override.statefulSet.spec.replicas,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:154:22,"	if stsOverride.Spec.Replicas != nil {"
root.spec.override.statefulSet.spec.replicas,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:155:40,"		sts.Spec.Replicas = stsOverride.Spec.Replicas"
root.spec.override.statefulSet.spec.volumeClaimTemplates.INDEX.metadata.name,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:1049:8,"		base.Name = override.Name"
root.spec.override.statefulSet.spec.volumeClaimTemplates.INDEX.metadata.name,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:1048:14,"	if override.Name != """" {"
root.spec.override.statefulSet.spec.volumeClaimTemplates.INDEX.metadata.name,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:1049:24,"		base.Name = override.Name"
root.spec.override.statefulSet.metadata.annotations,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:1040:14,"	if override.Annotations != nil {"
root.spec.override.statefulSet.metadata.annotations,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:1041:58,"		base.Annotations = mergeMap(base.Annotations, override.Annotations)"
root.spec.resources,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:564:17,"					Resources: *builder.Instance.Spec.Resources,"
root.spec.resources,/home/tyler/acto-ops/cluster-operator/api/v1beta1/rabbitmqcluster_types.go:400:22,"	return cluster.Spec.Resources != nil && cluster.Spec.Resources.Limits != nil && !cluster.Spec.Resources.Limits.Memory().IsZero()"
root.spec.image,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:717:24,"		Image: instance.Spec.Image,"
root.spec.image,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:565:39,"					Image:     builder.Instance.Spec.Image,"
root.spec.image,/home/tyler/acto-ops/cluster-operator/controllers/reconcile_operator_defaults.go:18:24,"		rabbitmqCluster.Spec.Image = r.DefaultRabbitmqImage"
root.spec.image,/home/tyler/acto-ops/cluster-operator/controllers/reconcile_operator_defaults.go:17:26,"	if rabbitmqCluster.Spec.Image == """" {"
root.spec.override.statefulSet.spec,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:151:17,"	if stsOverride.Spec == nil {"
root.spec.override.statefulSet.spec,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:77:39,"	if overrideSts != nil && overrideSts.Spec != nil {"
root.spec.secretBackend.vault.tls.altNames,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:826:16,"		if vault.TLS.AltNames != """" {"
root.spec.override.statefulSet.spec.template.spec.containers.INDEX.env,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:270:18,"	if rmqContainer.Env != nil {"
root.spec.override.statefulSet.spec.podManagementPolicy,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:161:12,"		sts.Spec.PodManagementPolicy = stsOverride.Spec.PodManagementPolicy"
root.spec.override.statefulSet.spec.podManagementPolicy,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:160:22,"	if stsOverride.Spec.PodManagementPolicy != """" {"
root.spec.override.statefulSet.spec.podManagementPolicy,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:161:51,"		sts.Spec.PodManagementPolicy = stsOverride.Spec.PodManagementPolicy"
root.spec.override.service,/home/tyler/acto-ops/cluster-operator/internal/resource/service.go:71:70,"		if err := applySvcOverride(service, builder.Instance.Spec.Override.Service); err != nil {"
root.spec.override.service,/home/tyler/acto-ops/cluster-operator/internal/resource/service.go:70:36,"	if builder.Instance.Spec.Override.Service != nil {"
root.spec.persistence.storage,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:207:31,"	if instance.Spec.Persistence.Storage.Cmp(zero) == 0 {"
root.spec.persistence.storage,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:116:101,"	updatePersistenceStorageCapacity(&sts.Spec.VolumeClaimTemplates, builder.Instance.Spec.Persistence.Storage)"
root.spec.persistence.storage,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:169:32,"		if instance.Spec.Persistence.Storage.Cmp(k8sresource.MustParse(""0Gi"")) == 0 {"
root.spec.persistence.storage,/home/tyler/acto-ops/cluster-operator/internal/resource/statefulset.go:431:39,"	if builder.Instance.Spec.Persistence.Storage.Cmp(zero) == 0 {"
