/home/tyler/acto-ops/knative-operator/pkg/reconciler/knativeeventing/common/sinkbindingselectionmode.go:44:32,"			if sinkBindingSelectionMode == """" {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/knativeeventing/common/defaultbroker.go:69:26,"			if defaultBrokerClass == """" {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/ha.go:55:9,"		if ha == nil || ha.Replicas == nil {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/resources.go:48:66,"				if override := find(resources, containers[i].Name); override != nil {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:53:22,"	if strings.EqualFold(version, LATEST_VERSION) {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:57:44,"	if len(instance.GetSpec().GetManifests()) == 0 {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:58:14,"		if version == """" {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:62:30,"		if SanitizeSemver(version) == semver.MajorMinor(SanitizeSemver(version)) {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:74:44,"	if len(instance.GetSpec().GetManifests()) == 0 {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:125:19,"	if targetVersion == LATEST_VERSION {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:129:20,"	if !semver.IsValid(target) {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:133:37,"	if len(strings.Split(target, ""."")) < 2 {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:140:13,"	if current == """" || current == LATEST_VERSION {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:140:30,"	if current == """" || current == LATEST_VERSION {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:157:18,"	if currentMajor != targetMajor {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:162:33,"		if semver.MajorMinor(current) == ""v0.26"" && semver.MajorMinor(target) == ""v1.0"" {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:162:73,"		if semver.MajorMinor(current) == ""v0.26"" && semver.MajorMinor(target) == ""v1.0"" {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:167:32,"		if semver.MajorMinor(target) == ""v0.26"" && semver.MajorMinor(current) == ""v1.0"" {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:167:73,"		if semver.MajorMinor(target) == ""v0.26"" && semver.MajorMinor(current) == ""v1.0"" {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:190:45,"		if len(instance.GetSpec().GetManifests()) == 0 {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:311:54,"	if len(instance.GetSpec().GetAdditionalManifests()) > 0 {"
/home/tyler/acto-ops/knative-operator/pkg/reconciler/common/releases.go:320:70,"	if manifests := instance.GetStatus().GetManifests(); len(manifests) != 0 {"
