Name,Owner,Desc,url,forks,stars,commits,watches,created_at,pushed_at
redis-enterprise-k8s-docs,RedisLabs,,https://github.com/RedisLabs/redis-enterprise-k8s-docs,85,129,14,294,2018-08-23,2023-03-13
deployments,aquasecurity,All Aqua deployments options and aquactl configuration,https://github.com/aquasecurity/deployments,98,49,10,425,2018-08-21,2023-03-16
treasuremap,airshipit,"Reference Airship manifests, CICD, and reference architecture.",https://github.com/airshipit/treasuremap,39,44,12,1116,2018-08-14,2022-09-01
pmem-csi,intel,Persistent Memory Container Storage Interface Driver,https://github.com/intel/pmem-csi,54,151,13,2092,2018-08-08,2023-02-25
csi-operator,openshift,Operator for the ocp-csi bridge,https://github.com/openshift/csi-operator,11,7,10,128,2018-08-31,2023-03-14
airflow-testing,chandulal,Airflow Unit Tests and Integration Tests,https://github.com/chandulal/airflow-testing,44,244,10,86,2018-08-06,2022-11-16
awesome-production-machine-learning,EthicalML,"A curated list of awesome open source libraries to deploy, monitor, version and scale your machine learning",https://github.com/EthicalML/awesome-production-machine-learning,1855,13368,392,744,2018-08-15,2023-03-19
Top-10-OpenSource-News-Weekly,krishnamk00,One place for Open Source Weekly Updates All!,https://github.com/krishnamk00/Top-10-OpenSource-News-Weekly,5,34,19,250,2018-08-17,2023-03-17
favorite-link,guanguans,❤️ 每天收集喜欢的开源项目 | RSS 订阅 |  快知 app 订阅,https://github.com/guanguans/favorite-link,217,1989,138,9107,2018-08-29,2023-03-21
flagger,fluxcd,"Progressive delivery Kubernetes operator (Canary, A/B Testing and Blue/Green deployments)",https://github.com/fluxcd/flagger,632,4157,59,2652,2018-09-19,2023-03-20
cluster-kube-controller-manager-operator,openshift,The kube-controller-manager operator installs and maintains the kube-controller-manager on a cluster,https://github.com/openshift/cluster-kube-controller-manager-operator,106,36,16,1209,2018-09-12,2023-03-20
AspNetCore.Diagnostics.HealthChecks,Xabaril,Enterprise HealthChecks for ASP.NET Core Diagnostics Package,https://github.com/Xabaril/AspNetCore.Diagnostics.HealthChecks,663,3252,86,2107,2018-09-27,2023-03-20
hive,openshift,API driven OpenShift cluster provisioning and management,https://github.com/openshift/hive,194,217,32,4072,2018-09-13,2023-03-20
cluster-node-tuning-operator,openshift,Manage node-level tuning by orchestrating the tuned daemon.,https://github.com/openshift/cluster-node-tuning-operator,69,66,18,609,2018-09-24,2023-03-20
service-ca-operator,openshift,Controller to mint and manage serving certificates for Kubernetes services,https://github.com/openshift/service-ca-operator,59,36,16,404,2018-09-10,2023-03-14
cluster-kube-scheduler-operator,openshift,Installs and maintains the kube-scheduler on a cluster.,https://github.com/openshift/cluster-kube-scheduler-operator,68,21,19,859,2018-09-24,2023-03-20
undermoon,doyoubi,Mordern Redis Cluster solution for easy operation.,https://github.com/doyoubi/undermoon,33,667,15,901,2018-09-22,2023-02-04
cluster-openshift-apiserver-operator,openshift,The openshift-apiserver operator installs and maintains the openshift-apiserver on a cluster,https://github.com/openshift/cluster-openshift-apiserver-operator,74,23,16,938,2018-09-12,2023-03-20
model_server,openvinotoolkit,A scalable inference server for models optimized with OpenVINO™,https://github.com/openvinotoolkit/model_server,158,562,27,1801,2018-09-26,2023-03-20
kubernetes-hands-on,algolia,Kubernetes Hands-on by Algolia,https://github.com/algolia/kubernetes-hands-on,73,109,58,71,2018-09-28,2022-12-02
frameworkcontroller,microsoft,General-Purpose Kubernetes Pod Controller,https://github.com/microsoft/frameworkcontroller,40,165,25,69,2018-09-28,2023-03-03
prom-label-proxy,prometheus-community,A proxy that enforces a given label in a given PromQL query.,https://github.com/prometheus-community/prom-label-proxy,81,191,15,145,2018-09-25,2023-03-07
kafka-sink-azure-kusto,Azure,Kafka sink for Kusto,https://github.com/Azure/kafka-sink-azure-kusto,19,36,19,313,2018-09-02,2023-03-16
VictoriaMetrics,VictoriaMetrics,"VictoriaMetrics: fast, cost-effective monitoring solution and time series database",https://github.com/VictoriaMetrics/VictoriaMetrics,817,8186,135,5976,2018-09-30,2023-03-21
operator,minio,Simple Kubernetes Operator for MinIO clusters :computer:,https://github.com/minio/operator,385,897,33,937,2018-10-24,2023-03-21
cloud-on-k8s,elastic,Elastic Cloud on Kubernetes,https://github.com/elastic/cloud-on-k8s,596,2153,278,3928,2018-10-30,2023-03-21
operator-registry,operator-framework,Operator Registry runs in a Kubernetes or OpenShift cluster to provide operator catalog data to Operator Lifecycle Manager.,https://github.com/operator-framework/operator-registry,225,181,20,1122,2018-10-09,2023-03-13
percona-xtradb-cluster-operator,percona,Percona Operator for MySQL based on Percona XtraDB Cluster,https://github.com/percona/percona-xtradb-cluster-operator,165,418,53,1910,2018-10-24,2023-03-20
percona-server-mongodb-operator,percona,Percona Operator for MongoDB,https://github.com/percona/percona-server-mongodb-operator,111,231,46,1664,2018-10-03,2023-03-20
skywalking-kubernetes,apache,Apache SkyWalking Kubernetes Deployment Helm Chart,https://github.com/apache/skywalking-kubernetes,178,408,48,157,2018-10-25,2023-03-09
kube-fledged,senthilrch,"A kubernetes operator for creating and managing a cache of container images directly on the cluster worker nodes, so application pods start almost instantly",https://github.com/senthilrch/kube-fledged,95,927,20,480,2018-10-26,2023-03-11
cluster-autoscaler-operator,openshift,Manage Kubernetes cluster-autoscaler deployments,https://github.com/openshift/cluster-autoscaler-operator,63,35,14,518,2018-10-17,2023-03-14
cluster-nfd-operator,openshift,The Cluster Node Feature Discovery operator manages detection of hardware features and configuration in a Openshift cluster.,https://github.com/openshift/cluster-nfd-operator,38,32,15,683,2018-10-26,2023-03-14
sqlflow,sql-machine-learning,Brings SQL and AI together.,https://github.com/sql-machine-learning/sqlflow,683,4700,166,2222,2018-10-04,2023-02-25
danm,nokia,TelCo grade network management in a Kubernetes cluster,https://github.com/nokia/danm,81,344,39,330,2018-10-11,2022-09-19
cassandra-operator,pantheon-systems,operator for managing cassandra clusters,https://github.com/pantheon-systems/cassandra-operator,5,12,49,15,2018-10-22,2023-01-07
fuse-istio-distributed-tracing-booster,jboss-fuse,,https://github.com/jboss-fuse/fuse-istio-distributed-tracing-booster,8,2,79,20,2018-10-12,2023-03-15
constellation,ModusCreateOrg,A Digital Transformation framework for containerizing microservices,https://github.com/ModusCreateOrg/constellation,2,3,15,58,2018-10-12,2022-12-13
policy-bot,palantir,A GitHub App that enforces approval policies on pull requests,https://github.com/palantir/policy-bot,84,599,135,343,2018-10-04,2023-03-18
auth-operator,agilestacks,Kubernetes Auth operator based on Dex and oauth2_proxy,https://github.com/agilestacks/auth-operator,0,0,11,39,2018-10-22,2022-09-12
KubeOperator,KubeOperator,KubeOperator 是一个开源的轻量级 Kubernetes 发行版，专注于帮助企业规划、部署和运营生产级别的 K8s 集群。,https://github.com/KubeOperator/KubeOperator,829,4619,149,6420,2018-11-19,2023-03-14
kudo,kudobuilder,Kubernetes Universal Declarative Operator (KUDO),https://github.com/kudobuilder/kudo,100,1088,24,1030,2018-11-21,2023-03-07
argo-rollouts,argoproj,Progressive Delivery for Kubernetes,https://github.com/argoproj/argo-rollouts,582,1956,33,1252,2018-11-17,2023-03-21
che-operator,eclipse-che,,https://github.com/eclipse-che/che-operator,77,59,31,1569,2018-11-21,2023-03-20
chectl,che-incubator,CLI to manage Eclipse Che server and workspaces,https://github.com/che-incubator/chectl,61,65,11,1193,2018-11-20,2023-03-21
cloud-operators,IBM,Provision and bind IBM Cloud services to your Kubernetes cluster in a Kubernetes-native way,https://github.com/IBM/cloud-operators,31,41,16,373,2018-11-29,2023-03-07
nacos-k8s,nacos-group,This project contains a Nacos Docker image meant to facilitate the deployment of Nacos on Kubernetes using StatefulSets.,https://github.com/nacos-group/nacos-k8s,423,457,14,202,2018-11-21,2023-03-15
cost-analyzer-helm-chart,kubecost,Kubecost helm chart,https://github.com/kubecost/cost-analyzer-helm-chart,341,335,28,2362,2018-11-16,2023-03-20
dekorate,dekorateio,Tools for generating Kubernetes related manifests.,https://github.com/dekorateio/dekorate,93,432,12,1702,2018-11-14,2023-03-20
kubernetes-config,travis-ci,Travis services running on Kubernetes!,https://github.com/travis-ci/kubernetes-config,32,38,20,591,2018-11-05,2023-03-16
cluster-machine-approver,openshift,The cluster-machine-approver validates and approves CSRs for nodes attempting to join the cluster.,https://github.com/openshift/cluster-machine-approver,63,22,17,295,2018-11-14,2023-03-16
artemis,FORTH-ICS-INSPIRE,"ARTEMIS: Real-Time Detection and Automatic Mitigation for BGP Prefix Hijacking. This is the main ARTEMIS repository that composes artemis-frontend, artemis-backend, artemis-monitor and other needed containers.",https://github.com/FORTH-ICS-INSPIRE/artemis,40,275,20,1967,2018-11-26,2022-12-19
ckan-cloud-docker,datopian,Docker images and compose environment for local development and testing of ckan-cloud,https://github.com/datopian/ckan-cloud-docker,21,21,16,335,2018-11-07,2022-10-31
meetup_golang_warsaw,golangpoland,Golang Warsaw Meetup,https://github.com/golangpoland/meetup_golang_warsaw,4,68,19,63,2018-11-29,2023-03-16
elliott,openshift-eng,,https://github.com/openshift-eng/elliott,27,14,125,1989,2018-11-05,2023-03-20
top-spring-boot-docker,spring-guides,Spring Boot Docker:: Topical guide to using Docker and how to create container images for Spring Boot applications :: spring-boot,https://github.com/spring-guides/top-spring-boot-docker,102,140,22,42,2018-11-08,2023-02-08
roadmap,ipfs,IPFS Project && Working Group Roadmaps Repo,https://github.com/ipfs/roadmap,32,297,55,99,2018-11-28,2023-02-13
full-stack-with-angular-and-spring-boot,in28minutes,Your First Full Stack Application with Angular and Spring Boot,https://github.com/in28minutes/full-stack-with-angular-and-spring-boot,550,511,59,60,2018-11-08,2023-02-23
tango-example,ska-telescope,"A project that demonstrates how to structure, package, and test an example PyTango device",https://github.com/ska-telescope/tango-example,1,2,19,1209,2018-11-28,2023-03-20
operator,libopenstorage,Storage operator for Kubernetes,https://github.com/libopenstorage/operator,29,29,22,1024,2018-12-13,2023-03-16
grafana-operator,grafana-operator,"An operator for Grafana that installs and manages Grafana instances, Dashboards and Datasources through Kubernetes/OpenShift CRs",https://github.com/grafana-operator/grafana-operator,301,549,16,1283,2019-01-24,2023-03-20
clickhouse-operator,Altinity,"The Altinity Operator for ClickHouse creates, configures and manages ClickHouse clusters running on Kubernetes",https://github.com/Altinity/clickhouse-operator,346,1243,22,4658,2019-01-10,2023-03-20
baremetal-operator,metal3-io,Bare metal host provisioning integration for Kubernetes,https://github.com/metal3-io/baremetal-operator,209,418,35,2193,2019-01-23,2023-03-20
scylla-operator,scylladb,The Kubernetes Operator for ScyllaDB,https://github.com/scylladb/scylla-operator,126,252,32,1165,2018-12-11,2023-03-20
peladonerd,pablokbs,Repo con los archivos que uso para mi videos en youtube,https://github.com/pablokbs/peladonerd,1242,1654,146,277,2018-12-25,2023-03-06
istio-operator,banzaicloud,An operator that manages Istio deployments on Kubernetes,https://github.com/banzaicloud/istio-operator,90,529,21,695,2019-01-29,2023-03-13
k8up,k8up-io,Kubernetes and OpenShift Backup Operator,https://github.com/k8up-io/k8up,36,394,12,1609,2019-01-17,2023-03-20
cloud-credential-operator,openshift,Manage cloud provider credentials as Kubernetes CRDs,https://github.com/openshift/cloud-credential-operator,117,48,20,985,2018-12-21,2023-03-17
bonny,coryodaniel,The Elixir based Kubernetes Development Framework,https://github.com/coryodaniel/bonny,24,290,19,549,2018-12-11,2023-03-20
infinispan-operator,infinispan,Infinispan Operator,https://github.com/infinispan/infinispan-operator,44,33,10,1053,2019-01-14,2023-03-20
admiralty,admiraltyio,A system of Kubernetes controllers that intelligently schedules workloads across clusters.,https://github.com/admiraltyio/admiralty,77,541,15,247,2018-12-10,2023-03-11
bundle-kubeflow,canonical,Charmed Kubeflow,https://github.com/canonical/bundle-kubeflow,42,70,13,708,2018-12-21,2023-03-17
cdap-operator,cdapio,CDAP Kubernetes Operator,https://github.com/cdapio/cdap-operator,20,18,40,248,2018-12-11,2023-02-25
router,openshift,Ingress controller for OpenShift,https://github.com/openshift/router,98,53,19,880,2018-12-02,2023-03-20
kube-opex-analytics,rchakode,"🎨 Kubernetes Usage Analytics and Accounting for Cost Allocation and Capacity Planning - Hourly Trends, Daily and Monthly Accounting - Prometheus Exporter - Built-in & Grafana Dashboards.",https://github.com/rchakode/kube-opex-analytics,52,424,14,424,2019-01-12,2023-02-13
k8s,coryodaniel,Kubernetes API Client for Elixir,https://github.com/coryodaniel/k8s,43,266,10,765,2019-01-11,2023-03-20
kubergrunt,gruntwork-io,"Kubergrunt is a standalone go binary with a collection of commands to fill in the gaps between Terraform, Helm, and Kubectl. https://www.gruntwork.io",https://github.com/gruntwork-io/kubergrunt,69,418,23,315,2019-01-13,2023-03-17
datahub-integration-examples,SAP-samples,"Example operators, pipelines, and Dockerfiles for SAP Data Hub showing how to connect to different sources or how to perform certain tasks.",https://github.com/SAP-samples/datahub-integration-examples,30,34,16,146,2018-12-21,2023-02-13
teks,particuleio,Full feature EKS cluster with Terragrunt/Terraform,https://github.com/particuleio/teks,69,233,13,476,2019-01-08,2023-03-17
gontroller,spotahome,Go library to create resilient feedback loop/control controllers.,https://github.com/spotahome/gontroller,15,151,35,48,2019-01-28,2023-02-15
foremast,intuit,Foremast adds application resiliency to Kubernetes by leveraging machine learnt patterns of application health to keep applications healthy and stable,https://github.com/intuit/foremast,37,130,15,445,2018-12-11,2023-03-01
kubernetes-mlops,AlexIoannides,"MLOps tutorial using Python, Docker and Kubernetes.",https://github.com/AlexIoannides/kubernetes-mlops,96,302,13,38,2019-01-28,2023-02-02
tyk-helm-chart,TykTechnologies,"A Helm chart repository to install Tyk Pro (with Dashboard), Tyk Hybrid or Tyk Headless chart.",https://github.com/TykTechnologies/tyk-helm-chart,47,69,41,229,2018-12-23,2023-03-17
istio-workspace,maistra,Safely develop and test on any Kubernetes cluster without affecting others.,https://github.com/maistra/istio-workspace,14,58,11,792,2019-01-30,2023-03-20
Hands-On-Infrastructure-Monitoring-with-Prometheus,PacktPublishing,"Hands-On Infrastructure Monitoring with Prometheus, published by Packt",https://github.com/PacktPublishing/Hands-On-Infrastructure-Monitoring-with-Prometheus,83,93,15,106,2018-12-13,2023-01-30
krane,appvia,Kubernetes RBAC static analysis & visualisation tool,https://github.com/appvia/krane,30,580,17,140,2018-12-28,2023-03-15
linstor-csi,piraeusdatastore,CSI plugin for LINSTOR,https://github.com/piraeusdatastore/linstor-csi,20,82,14,274,2018-12-10,2023-02-28
blockchainbean2,IBM,"This code pattern shows how to model a supply-chain network using the IBM Blockchain Platform and is based on a collaboration with Brooklyn Roasting Company. The story, along with the supply-chain documents that were used to model this network, can be found at: https://www.ibm.com/blockchainbean. Note that the 'view the blockchain' button is being migrated''",https://github.com/IBM/blockchainbean2,81,115,25,196,2019-01-05,2023-01-05
Machinebeat,elastic,"This is a beat for collecting data of machines, sensors and PLCs. At the moment this is supporting OPC UA and MQTT. More to add.",https://github.com/elastic/Machinebeat,24,61,13,104,2019-01-30,2023-03-20
decentralized-energy-fabric-on-IBP20,IBM,Set up a network on the IBM Blockchain Platform and deploy a decentralized energy smart contract on the network.,https://github.com/IBM/decentralized-energy-fabric-on-IBP20,30,39,13,63,2019-01-16,2023-01-07
tutorials,v3io,,https://github.com/v3io/tutorials,40,33,10,1284,2018-12-17,2023-02-28
grafana-flowcharting,algenty,"Flowcharting, plugin for Grafana to create complexe visio's draws style like technical architectures, floorplan, diagrams, hierarchical schema based on draw.io",https://github.com/algenty/grafana-flowcharting,120,814,35,1218,2019-01-24,2023-02-22
theatre,gocardless,GoCardless' collection of Kubernetes extensions,https://github.com/gocardless/theatre,8,19,62,698,2018-12-20,2023-02-25
app-operator,giantswarm,The app-operator manages apps in Kubernetes clusters.,https://github.com/giantswarm/app-operator,2,20,15,793,2018-12-11,2023-03-20
dev-scripts,openshift-metal3,Scripts to automate development/test setup for openshift integration with https://github.com/metal3-io/,https://github.com/openshift-metal3/dev-scripts,156,78,13,1847,2019-01-22,2023-03-20
weblogic-logging-exporter,oracle,Export server logs from WebLogic Server in JSON format to Elasticsearch.,https://github.com/oracle/weblogic-logging-exporter,16,20,30,91,2019-01-14,2023-01-06
hivemq4-docker-images,hivemq,Official Docker Images for the Enterprise MQTT Broker HiveMQ,https://github.com/hivemq/hivemq4-docker-images,11,18,18,102,2018-12-05,2023-02-22
metacontroller-framework,sandstorm,Framework for writing Kubernetes Metacontrollers (http://metacontroller.app) with TypeScript,https://github.com/sandstorm/metacontroller-framework,1,14,10,16,2018-12-28,2022-12-09
cluster-operator,rabbitmq,RabbitMQ Cluster Kubernetes Operator,https://github.com/rabbitmq/cluster-operator,214,597,22,2040,2019-02-12,2023-03-20
gpu-operator,NVIDIA,NVIDIA GPU Operator creates/configures/manages GPUs atop Kubernetes,https://github.com/NVIDIA/gpu-operator,162,729,40,1253,2019-02-26,2023-03-20
keda,kedacore,KEDA is a Kubernetes-based Event Driven Autoscaling component. It provides event driven scale for any container running in Kubernetes,https://github.com/kedacore/keda,755,6095,94,1894,2019-02-13,2023-03-20
fluent-operator,fluent,Operate Fluent Bit and Fluentd in the Kubernetes way - Previously known as FluentBit Operator,https://github.com/fluent/fluent-operator,133,380,22,628,2019-02-14,2023-03-20
kubebuilder-declarative-pattern,kubernetes-sigs,A toolkit for building declarative operators with kubebuilder,https://github.com/kubernetes-sigs/kubebuilder-declarative-pattern,76,189,16,592,2019-02-19,2023-03-21
benchmark-operator,cloud-bulldozer,The Chuck Norris of cloud benchmarks,https://github.com/cloud-bulldozer/benchmark-operator,124,255,22,644,2019-02-26,2023-01-27
quay-operator,quay,Operator for deploying and managing Quay,https://github.com/quay/quay-operator,71,104,19,657,2019-02-26,2023-03-17
manifests,kubeflow,A repository for Kustomize manifests,https://github.com/kubeflow/manifests,662,546,31,903,2019-02-27,2023-03-17
core,googlecloudrobotics,"Cloud Robotics Core: Kubernetes, Federation, App Management",https://github.com/googlecloudrobotics/core,51,180,14,1014,2019-02-04,2023-03-17
activemq-artemis-operator,rh-messaging,,https://github.com/rh-messaging/activemq-artemis-operator,19,21,24,842,2019-03-01,2023-03-15
sysdig-operator,sysdiglabs,Sysdig agent Operator configure Sysdig platform in your Kubernetes cluster,https://github.com/sysdiglabs/sysdig-operator,13,10,14,175,2019-02-22,2023-03-14
picchu,Medium,Medium Picchu Kubernetes Operator,https://github.com/Medium/picchu,6,17,63,350,2019-02-08,2023-03-08
rabbitmq-operator,tekliner,RabbitMQ Kubernetes operator,https://github.com/tekliner/rabbitmq-operator,6,17,11,90,2019-02-22,2023-02-25
azure-aci,virtual-kubelet,Things related to Azure Container Instances for Virtual Kubelet,https://github.com/virtual-kubelet/azure-aci,63,74,13,685,2019-02-25,2023-03-20
terraform-metal-kubernetes-bgp,equinix-labs,Kubernetes on Equinix Metal using Calico and MetalLB,https://github.com/equinix-labs/terraform-metal-kubernetes-bgp,31,110,11,121,2019-02-11,2023-01-12
kube-psp-advisor,sysdiglabs,Help building an adaptive and fine-grained pod security policy,https://github.com/sysdiglabs/kube-psp-advisor,41,319,12,105,2019-02-03,2023-03-06
fabcar-blockchain-sample,IBM,Use a Kubernetes cluster to deploy a Fabric network smart contract onto blockchain,https://github.com/IBM/fabcar-blockchain-sample,85,107,13,72,2019-02-06,2023-01-07
container-upstream,Azure,"This project captures asks, work in progress, and completed work for the Microsoft Container Compute Upstream team in the form of issues and a project board",https://github.com/Azure/container-upstream,18,39,22,65,2019-02-12,2023-03-01
intellij-openshift-connector,redhat-developer,IntelliJ OpenShift Toolkit,https://github.com/redhat-developer/intellij-openshift-connector,14,10,13,435,2019-02-11,2023-02-17
WIPP,usnistgov,Web Image Processing Pipeline (WIPP),https://github.com/usnistgov/WIPP,11,13,13,154,2019-02-12,2023-02-08
auction-events,IBM,Hyperledger Fabric sample Using Event Handling with IBM Blockchain Platform V2.0,https://github.com/IBM/auction-events,25,35,11,60,2019-02-15,2022-12-10
knative-pfs-workshop,vmware-archive,"Content for Knative, PFS workshop",https://github.com/vmware-archive/knative-pfs-workshop,1,1,29,34,2019-02-07,2022-07-19
shell-operator,flant,Shell-operator is a tool for running event-driven scripts in a Kubernetes cluster,https://github.com/flant/shell-operator,178,1947,31,476,2019-03-22,2023-03-20
chaosblade,chaosblade-io,An easy to use and powerful chaos engineering experiment toolkit.（阿里巴巴开源的一款简单易用、功能强大的混沌实验注入工具）,https://github.com/chaosblade-io/chaosblade,870,5220,180,260,2019-03-12,2023-03-08
volcano,volcano-sh,A Cloud Native Batch System (Project under CNCF),https://github.com/volcano-sh/volcano,671,2867,82,4659,2019-03-14,2023-03-21
k3os,rancher,"Purpose-built OS for Kubernetes, fully managed by Kubernetes.",https://github.com/rancher/k3os,392,3318,110,584,2019-03-06,2023-02-25
multi-tenancy,kubernetes-sigs,A working place for multi-tenancy related proposals and prototypes.,https://github.com/kubernetes-sigs/multi-tenancy,174,931,67,2300,2019-03-07,2023-03-06
es-operator,zalando-incubator,Kubernetes Operator for Elasticsearch,https://github.com/zalando-incubator/es-operator,40,341,13,257,2019-03-28,2023-03-14
mattermost-operator,mattermost,Mattermost Operator for Kubernetes,https://github.com/mattermost/mattermost-operator,57,88,37,320,2019-03-07,2023-03-09
cluster-addons,kubernetes-sigs,Addon operators for Kubernetes clusters.,https://github.com/kubernetes-sigs/cluster-addons,47,148,15,261,2019-03-20,2023-03-02
submariner,submariner-io,"Connect all your Kubernetes clusters, no matter where they are in the world.",https://github.com/submariner-io/submariner,166,2055,53,1718,2019-03-11,2023-03-21
addon-operator,flant,"A system to manage additional components for Kubernetes cluster in a simple, consistent and automated way.",https://github.com/flant/addon-operator,23,425,16,664,2019-03-04,2023-03-06
coherence-operator,oracle,Oracle Coherence Operator,https://github.com/oracle/coherence-operator,26,92,21,1123,2019-03-18,2023-03-21
devworkspace-operator,devfile,,https://github.com/devfile/devworkspace-operator,39,44,16,1726,2019-03-11,2023-03-18
smi-spec,servicemeshinterface,Service Mesh Interface,https://github.com/servicemeshinterface/smi-spec,120,1021,78,255,2019-03-23,2022-08-03
kogito-examples,kiegroup,Kogito examples - Kogito is a cloud-native business automation technology for building cloud-ready business applications.,https://github.com/kiegroup/kogito-examples,326,217,29,1157,2019-03-07,2023-03-21
instana-agent-operator,instana,A Kubernetes operator to install and manage the Instana agent.,https://github.com/instana/instana-agent-operator,17,40,47,277,2019-03-11,2023-03-20
certman-operator,openshift,Operator to Manage Let's Encrypt certificates for OpenShift Clusters,https://github.com/openshift/certman-operator,47,34,42,599,2019-03-13,2023-03-07
wrangler,rancher,Write controllers like a boss,https://github.com/rancher/wrangler,77,195,53,522,2019-03-19,2023-03-20
helmchart,netdata,Helm chart for kubernetes deployments,https://github.com/netdata/helmchart,69,141,23,338,2019-03-07,2023-03-14
nidhogg,uswitch,Kubernetes Node taints based on Daemonset Pods,https://github.com/uswitch/nidhogg,16,70,11,20,2019-03-20,2022-09-14
dhall-prometheus-operator,coralogix,Dhall types for Kubernetes Prometheus Operator,https://github.com/coralogix/dhall-prometheus-operator,5,20,10,35,2019-03-17,2023-03-05
terraform-k8s-flux-bootstrap,limejump,Bootstrap Weave Flux on k8s with a Github repo,https://github.com/limejump/terraform-k8s-flux-bootstrap,11,18,19,68,2019-03-07,2022-07-05
astro,FairwindsOps,[alpha] Emit Datadog monitors based on Kubernetes state.,https://github.com/FairwindsOps/astro,7,82,22,273,2019-04-01,2023-03-20
Create-BlockchainNetwork-IBPV20,IBM,Creating a basic Blockchain network using the IBM Blockchain Platform,https://github.com/IBM/Create-BlockchainNetwork-IBPV20,61,77,10,22,2019-03-04,2022-12-10
ansible-role-k3s,PyratLabs,Ansible role for installing k3s as either a standalone server or HA cluster.,https://github.com/PyratLabs/ansible-role-k3s,102,446,19,403,2019-03-02,2023-03-15
kogito-images,kiegroup,Images for Kogito,https://github.com/kiegroup/kogito-images,52,15,35,535,2019-03-25,2023-03-20
smart-gateway-operator,infrawatch,"Operator (controller) for managing the Smart Gateway Custom Resources in OpenShift, resulting in deployments of the Smart Gateway",https://github.com/infrawatch/smart-gateway-operator,7,3,15,112,2019-03-25,2023-03-07
Awesome-SGX-Open-Source,Maxul,A curated list of open-source projects that help exploit Intel SGX technology,https://github.com/Maxul/Awesome-SGX-Open-Source,34,221,11,106,2019-03-07,2023-03-18
kanary,AmadeusITGroup,,https://github.com/AmadeusITGroup/kanary,7,40,10,105,2019-03-22,2023-02-25
layer-apt,charmed-kubernetes,Forked from https://git.launchpad.net/layer-apt. Charm layer for working with apt sources and deb packages.,https://github.com/charmed-kubernetes/layer-apt,0,0,10,29,2019-04-01,2023-03-16
layer-snap,charmed-kubernetes,Forked from https://git.launchpad.net/layer-snap. Charm layer for installing and updating Snap packages.,https://github.com/charmed-kubernetes/layer-snap,0,0,10,153,2019-04-01,2023-03-16
TNT-Weekly,tnfe,🙈 🙉 🙊 每周为您推荐国内外前端领域最新的优秀文章以及行业进展,https://github.com/tnfe/TNT-Weekly,298,4382,399,262,2019-03-04,2022-09-09
trivy,aquasecurity,"Find vulnerabilities, misconfigurations, secrets, SBOM in containers, Kubernetes, code repositories, clouds and more",https://github.com/aquasecurity/trivy,1611,16655,155,1972,2019-04-11,2023-03-21
kogito-operator,kiegroup,Kubernetes Operator for Kogito,https://github.com/kiegroup/kogito-operator,73,39,31,957,2019-04-18,2023-03-20
kf,google,Feels like Cloud Foundry. Runs on Kubernetes.,https://github.com/google/kf,63,379,28,598,2019-04-30,2023-03-15
schemahero,schemahero,A Kubernetes operator for declarative database schema management (gitops for database schemas),https://github.com/schemahero/schemahero,67,760,17,1151,2019-04-28,2023-03-20
wildfly-operator,wildfly,Kubernetes Operator for WildFly,https://github.com/wildfly/wildfly-operator,39,30,15,439,2019-04-08,2023-03-15
cert-utils-operator,redhat-cop,Set of functionalities around certificates packaged in a Kubernetes operator,https://github.com/redhat-cop/cert-utils-operator,32,79,17,138,2019-04-20,2023-02-15
spark-on-kubernetes-helm,JahstreetOrg,Spark on Kubernetes infrastructure Helm charts repo,https://github.com/JahstreetOrg/spark-on-kubernetes-helm,69,178,14,122,2019-04-10,2022-10-20
k8s-objectmatcher,cisco-open,A Kubernetes object matcher library to avoid unnecessary K8s object updates,https://github.com/cisco-open/k8s-objectmatcher,26,146,11,149,2019-04-26,2023-03-20
eks,marcincuber,AWS EKS - kubernetes project,https://github.com/marcincuber/eks,105,182,21,123,2019-04-26,2023-03-19
catalog,tektoncd,Catalog of shared Tasks and Pipelines.,https://github.com/tektoncd/catalog,514,574,16,1035,2019-04-25,2023-03-09
bottlerocket,bottlerocket-os,An operating system designed for hosting containers,https://github.com/bottlerocket-os/bottlerocket,408,7226,129,5094,2019-04-03,2023-03-21
vscode-aks-tools,Azure,Visual Studio Code extension for Azure Kubernetes Service,https://github.com/Azure/vscode-aks-tools,34,25,12,155,2019-04-30,2023-02-28
apisix,apache,The Cloud-Native API Gateway,https://github.com/apache/apisix,2139,11469,304,3737,2019-04-10,2023-03-21
PIVT,hyfen-eu,Helm charts for running and operating Hyperledger Fabric in Kubernetes. Previously hosted at https://github.com/APGGroeiFabriek/PIVT.,https://github.com/hyfen-eu/PIVT,95,199,20,98,2019-04-15,2023-03-04
mattermost-cloud,mattermost,Tools and services for running Mattermost Cloud :cloud:,https://github.com/mattermost/mattermost-cloud,35,56,35,831,2019-04-05,2023-03-20
RADAR-Kubernetes,RADAR-base,Kubernetes deployment of RADAR-base,https://github.com/RADAR-base/RADAR-Kubernetes,7,12,13,682,2019-04-17,2023-03-16
prometheus-plus,platform9,Helper service to enhance prometheus-operator,https://github.com/platform9/prometheus-plus,1,1,35,36,2019-05-01,2023-03-07
analytics,typhon-project,,https://github.com/typhon-project/analytics,0,1,14,344,2019-04-05,2022-11-16
operator,tigera,Kubernetes operator for installing Calico and Calico Enterprise,https://github.com/tigera/operator,103,124,21,2601,2019-05-11,2023-03-21
