I0402 10:06:17.620233       1 version.go:38] Welcome to TiDB Operator.
I0402 10:06:17.620265       1 version.go:39] TiDB Operator Version: version.Info{GitVersion:"v1.3.2", GitCommit:"019c90c96c748ed6e5bdee2c3b7594a6c211f32a", GitTreeState:"clean", BuildDate:"2022-03-17T16:23:53Z", GoVersion:"go1.13.8", Compiler:"gc", Platform:"linux/amd64"}
I0402 10:06:17.620304       1 main.go:75] FLAG: --V="false"
I0402 10:06:17.620315       1 main.go:75] FLAG: --add_dir_header="false"
I0402 10:06:17.620321       1 main.go:75] FLAG: --alsologtostderr="false"
I0402 10:06:17.620326       1 main.go:75] FLAG: --auto-failover="true"
I0402 10:06:17.620332       1 main.go:75] FLAG: --cluster-permission-node="true"
I0402 10:06:17.620337       1 main.go:75] FLAG: --cluster-permission-pv="true"
I0402 10:06:17.620342       1 main.go:75] FLAG: --cluster-permission-sc="true"
I0402 10:06:17.620347       1 main.go:75] FLAG: --cluster-scoped="true"
I0402 10:06:17.620352       1 main.go:75] FLAG: --dm-master-failover-period="5m0s"
I0402 10:06:17.620360       1 main.go:75] FLAG: --dm-worker-failover-period="5m0s"
I0402 10:06:17.620366       1 main.go:75] FLAG: --features="AdvancedStatefulSet=false,AutoScaling=false,StableScheduling=true"
I0402 10:06:17.620401       1 main.go:75] FLAG: --leader-lease-duration="15s"
I0402 10:06:17.620408       1 main.go:75] FLAG: --leader-renew-deadline="10s"
I0402 10:06:17.620413       1 main.go:75] FLAG: --leader-retry-period="2s"
I0402 10:06:17.620418       1 main.go:75] FLAG: --log_backtrace_at=":0"
I0402 10:06:17.620427       1 main.go:75] FLAG: --log_dir=""
I0402 10:06:17.620434       1 main.go:75] FLAG: --log_file=""
I0402 10:06:17.620439       1 main.go:75] FLAG: --log_file_max_size="1800"
I0402 10:06:17.620448       1 main.go:75] FLAG: --logtostderr="true"
I0402 10:06:17.620456       1 main.go:75] FLAG: --pd-failover-period="5m0s"
I0402 10:06:17.620465       1 main.go:75] FLAG: --resync-duration="30s"
I0402 10:06:17.620474       1 main.go:75] FLAG: --selector=""
I0402 10:06:17.620480       1 main.go:75] FLAG: --skip_headers="false"
I0402 10:06:17.620485       1 main.go:75] FLAG: --skip_log_headers="false"
I0402 10:06:17.620490       1 main.go:75] FLAG: --stderrthreshold="2"
I0402 10:06:17.620498       1 main.go:75] FLAG: --test-mode="false"
I0402 10:06:17.620503       1 main.go:75] FLAG: --tidb-backup-manager-image="pingcap/tidb-backup-manager:v1.3.2"
I0402 10:06:17.620509       1 main.go:75] FLAG: --tidb-discovery-image="pingcap/tidb-operator:v1.3.2"
I0402 10:06:17.620514       1 main.go:75] FLAG: --tidb-failover-period="5m0s"
I0402 10:06:17.620520       1 main.go:75] FLAG: --tiflash-failover-period="5m0s"
I0402 10:06:17.620525       1 main.go:75] FLAG: --tikv-failover-period="5m0s"
I0402 10:06:17.620530       1 main.go:75] FLAG: --v="2"
I0402 10:06:17.620537       1 main.go:75] FLAG: --version="false"
I0402 10:06:17.620542       1 main.go:75] FLAG: --vmodule=""
I0402 10:06:17.620549       1 main.go:75] FLAG: --workers="5"
I0402 10:06:17.620586       1 main.go:92] HELM_RELEASE environment variable not set
I0402 10:06:17.659610       1 leaderelection.go:243] attempting to acquire leader lease  acto-namespace/tidb-controller-manager...
I0402 10:06:35.088001       1 leaderelection.go:253] successfully acquired lease acto-namespace/tidb-controller-manager
I0402 10:06:35.091444       1 upgrader.go:109] Upgrader: APIGroup apps.pingcap.com is not registered, skip checking Advanced Statfulset
I0402 10:06:35.092406       1 reflector.go:207] Starting reflector *v1alpha1.Restore (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.092420       1 reflector.go:207] Starting reflector *v1alpha1.TidbClusterAutoScaler (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.092475       1 reflector.go:207] Starting reflector *v1alpha1.TidbNGMonitoring (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.092537       1 reflector.go:207] Starting reflector *v1alpha1.DMCluster (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.092563       1 reflector.go:207] Starting reflector *v1alpha1.TidbInitializer (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.092659       1 reflector.go:207] Starting reflector *v1alpha1.Backup (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.092409       1 reflector.go:207] Starting reflector *v1alpha1.TidbCluster (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.092702       1 reflector.go:207] Starting reflector *v1alpha1.BackupSchedule (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.093152       1 reflector.go:207] Starting reflector *v1alpha1.TidbMonitor (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.192636       1 reflector.go:207] Starting reflector *v1.PersistentVolumeClaim (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.192686       1 reflector.go:207] Starting reflector *v1.Job (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.192721       1 reflector.go:207] Starting reflector *v1.Node (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.192731       1 reflector.go:207] Starting reflector *v1.PersistentVolume (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.192791       1 reflector.go:207] Starting reflector *v1.StorageClass (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.192649       1 reflector.go:207] Starting reflector *v1.Secret (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.192846       1 reflector.go:207] Starting reflector *v1.Deployment (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.192724       1 reflector.go:207] Starting reflector *v1.Endpoints (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.192882       1 reflector.go:207] Starting reflector *v1.Pod (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.192903       1 reflector.go:207] Starting reflector *v1.StatefulSet (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.192994       1 reflector.go:207] Starting reflector *v1.Ingress (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.192649       1 reflector.go:207] Starting reflector *v1.Service (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.292819       1 reflector.go:207] Starting reflector *v1.ConfigMap (30s) from k8s.io/client-go@v0.19.16/tools/cache/reflector.go:156
I0402 10:06:35.492873       1 main.go:189] cache of informer factories sync successfully
I0402 10:06:35.492931       1 dm_cluster_controller.go:91] Starting dmcluster controller
I0402 10:06:35.492939       1 pod_control.go:113] Starting tidbcluster pod controller
I0402 10:06:35.492948       1 tidb_ng_monitoring_controller.go:78] Starting tidbngmonitor controller
I0402 10:06:35.492980       1 tidb_monitor_controller.go:65] Starting tidbmonitor controller
I0402 10:06:35.492962       1 tidb_initializer_controller.go:69] Starting tidbinitializer controller
I0402 10:06:35.493000       1 backup_schedule_controller.go:70] Starting backup schedule controller
I0402 10:06:35.493080       1 tidb_cluster_controller.go:98] Starting tidbcluster controller
I0402 10:06:35.493107       1 restore_controller.go:71] Starting restore controller
I0402 10:06:35.493122       1 backup_controller.go:78] Starting backup controller
I0402 10:06:35.499710       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"d29b954c-87ef-4ead-82be-ef69176e85d7", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"954", FieldPath:""}): type: 'Normal' reason: 'Successfully Create' create Role/test-cluster-discovery for controller TidbCluster/test-cluster successfully
I0402 10:06:35.504062       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"d29b954c-87ef-4ead-82be-ef69176e85d7", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"954", FieldPath:""}): type: 'Normal' reason: 'Successfully Create' create ServiceAccount/test-cluster-discovery for controller TidbCluster/test-cluster successfully
I0402 10:06:35.518477       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"d29b954c-87ef-4ead-82be-ef69176e85d7", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"954", FieldPath:""}): type: 'Normal' reason: 'Successfully Create' create RoleBinding/test-cluster-discovery for controller TidbCluster/test-cluster successfully
I0402 10:06:35.525822       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"d29b954c-87ef-4ead-82be-ef69176e85d7", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"954", FieldPath:""}): type: 'Normal' reason: 'Successfully Create' create Deployment/test-cluster-discovery for controller TidbCluster/test-cluster successfully
I0402 10:06:35.532508       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"d29b954c-87ef-4ead-82be-ef69176e85d7", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"954", FieldPath:""}): type: 'Normal' reason: 'Successfully Create' create Service/test-cluster-discovery for controller TidbCluster/test-cluster successfully
I0402 10:06:35.879714       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"d29b954c-87ef-4ead-82be-ef69176e85d7", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"954", FieldPath:""}): type: 'Normal' reason: 'SuccessfulCreate' create Service test-cluster-pd in TidbCluster test-cluster successful
I0402 10:06:36.277392       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"d29b954c-87ef-4ead-82be-ef69176e85d7", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"954", FieldPath:""}): type: 'Normal' reason: 'SuccessfulCreate' create Service test-cluster-pd-peer in TidbCluster test-cluster successful
I0402 10:06:36.281851       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"d29b954c-87ef-4ead-82be-ef69176e85d7", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"954", FieldPath:""}): type: 'Normal' reason: 'Successfully Create' create ConfigMap/test-cluster-pd-3731616 for controller TidbCluster/test-cluster successfully
I0402 10:06:36.304055       1 event.go:282] Event(v1.ObjectReference{Kind:"TidbCluster", Namespace:"acto-namespace", Name:"test-cluster", UID:"d29b954c-87ef-4ead-82be-ef69176e85d7", APIVersion:"pingcap.com/v1alpha1", ResourceVersion:"954", FieldPath:""}): type: 'Normal' reason: 'SuccessfulCreate' create StatefulSet test-cluster-pd in TidbCluster test-cluster successful
I0402 10:06:36.326525       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
I0402 10:06:36.326571       1 tidb_cluster_controller.go:124] TidbCluster: acto-namespace/test-cluster, still need sync: TidbCluster: [acto-namespace/test-cluster], waiting for PD cluster running, requeuing
E0402 10:06:36.381468       1 pd_member_manager.go:190] failed to sync TidbCluster: [acto-namespace/test-cluster]'s status, error: Get http://test-cluster-pd.acto-namespace:2379/pd/health: dial tcp 10.96.235.33:2379: connect: network is unreachable, service acto-namespace/test-cluster-pd has no endpoints
I0402 10:06:36.421596       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
E0402 10:06:36.421655       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed TidbCluster: acto-namespace/test-cluster .Status.PD.Synced = false, can't failover, requeuing
E0402 10:06:36.484270       1 pd_member_manager.go:190] failed to sync TidbCluster: [acto-namespace/test-cluster]'s status, error: Get http://test-cluster-pd.acto-namespace:2379/pd/health: dial tcp 10.96.235.33:2379: connect: network is unreachable, service acto-namespace/test-cluster-pd has no endpoints
I0402 10:06:36.525358       1 tidbcluster_control.go:69] TidbCluster: [acto-namespace/test-cluster] updated successfully
E0402 10:06:36.525404       1 tidb_cluster_controller.go:126] TidbCluster: acto-namespace/test-cluster, sync failed TidbCluster: acto-namespace/test-cluster .Status.PD.Synced = false, can't failover, requeuing
